PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66
-33.36763724976865,-27.601398998045262,50.92606167047696,4.5247924529777634,21.690513162110282,-5.230300567798103,-22.937717529518423,-6.096536580660949,-17.68057841091254,-14.793054665191837,2.339676996308647,19.667451687358284,-11.498812248616943,-16.378187740570173,14.972046554766223,7.302265788473788,-1.389999844185412,10.776414899539605,7.102838470242974,-4.36099819810411,-10.001558463269847,-5.887807238635311,11.631429159918577,0.4790146953290924,-6.588423472152072,-3.632844597858298,1.6792258186067297,1.1003864706396147,5.747202164893906,2.2940783189464056,-0.3874910351807293,-0.8166169771066153,-9.741620458859904,-5.201660435147663,-0.8781638304042418,0.26587820072682206,-2.2221636952858566,-0.5801735975232939,1.3634222163271639,-4.805166575824623,3.055091079394851,1.4326667948809353,-5.485299663680392,-3.5193123940941056,-3.321716016006117,3.002792434008221,4.40861056460749,2.2912183193875997,4.106927973971938,1.976853584004603,0.534681679862863,-4.863857984544692,9.471423363734706,1.73314222300908,-1.0689009371553753,-7.25729961182414,1.8130998417498063,1.470306533441698,-4.1344824746356394,-1.766413396299759,0.22681256939546032,-1.2492816580384256,-0.1737816849007818,3.695163983468742,0.31688246057846126,2.8166988969571864
-41.483103262245365,-36.99128399352025,36.45687416615099,-1.0473508539788141,10.531343023380387,-0.7337037850436611,-4.642888190501286,32.00915845427372,-1.333344593239294,-16.575690583538027,-4.517427086603149,-7.91579277863051,-1.197468450098634,-22.06742348113578,-3.8843909039262625,14.928672155174018,8.115602055426704,5.654693187573182,21.90336502085061,-3.383335642030549,-12.119710070599519,-7.498637242218145,9.218470365129855,2.051358815428382,-16.423448738662692,9.02640173194943,2.105235732266236,-1.8319186968387422,4.881738236770753,8.494890824622686,1.6438410950117723,-2.524336013827166,-18.856326805174966,-4.578068259751679,7.362864673179085,0.6033705708086636,-7.616141422879526,1.4220333173201318,4.849867001056789,-2.5038384130213704,-1.0800972106303313,-3.2657872066796103,4.104952753314347,-1.2220680249474842,1.5480883602752908,-2.9829768848712503,0.412172782405687,-8.466768855697062,0.7417186315590927,7.789494846136182,5.408951498879088,1.0842622772323982,6.851286258932306,-9.101030709364355,3.235802365355849,6.374304781717506,-0.04177612517401444,-1.5662050254950723,-3.3534295241221277,-1.3912256868312172,1.7539579445338627,-4.431531086227942,-1.9154414900907637,3.8503343949367115,-0.6887780007388993,1.0526591521796602
-41.32311415142122,3.8035407012005584,36.12911396552451,0.5466588944571864,48.14453588875497,0.6569954603467033,-38.721731334790206,-28.88994432971142,2.3399674784923157,-17.588172573461538,-0.3894775357496642,5.747933216431188,-0.2985319488213765,-3.9433151708570784,-0.8889765770942099,-4.555316295496473,0.48851245238194085,-10.306232852695908,0.9824207109852712,0.61988610713908,2.1919166728004384,-0.5036594418584331,-1.660019042949027,-0.04668772803766191,1.2123572627449677,1.1360751206319593,-0.44336737006604154,-4.029266457248111,-2.785080929396341,1.7334505019487807,1.017651372139448,-0.28046506050832043,1.1191252061610182,-1.0183972886901396,0.42309068231162433,0.9254079058713184,0.4181811183911434,-3.155677193907685,0.5102117884566624,-0.19983160237547762,-0.8680252730733009,-3.9412880835035153,1.145695721323666,-0.5790135524726097,3.013555712719295,-1.8580399748698766,0.7013319647492977,0.6152329917627454,-0.8228056848765825,1.829593391737106,-0.8697073990552966,1.4999551673985831,0.10225314183343152,-1.5490498427289483,-1.457904734945273,2.024230761022721,0.9744006316626589,-0.34826604878347794,1.762619051037271,0.7305724672370616,-1.6984034878752525,-1.5005229366921697,-1.9216791520093055,-0.2710668138302624,2.63869092290464,0.33835144174421833
-40.05457205388757,-9.754503797667882,32.010383219312004,4.963027386715217,37.266097718448584,11.035630875914993,-5.414537837891911,38.984444633056434,1.8204620557326376,-3.2798532047538442,-7.632990571755195,2.044438672163323,2.422733285413858,2.2808914119830463,18.50888447115769,3.5304364536333144,-18.28161001200228,-20.043859456269526,-12.956080402722229,4.312512288774342,4.456471523616763,2.7396325870565583,-9.050003940856374,-0.10938498403608758,-1.3621719171629267,3.0824505775996744,1.2264473850173732,-2.294069121262621,-5.392207823065206,-6.515104885085722,-2.0091246784499583,3.503798974451709,7.772000188360566,2.1268419322469714,0.6183957102110054,-1.4082885520281558,2.2787876456600196,-0.6951391645503628,4.927582067909717,1.4386314334339596,-0.8366223459139105,-2.7162895955598407,0.8923711939242474,3.5711360791053837,2.0544708761435357,-4.604824470279435,-0.6007788024869766,4.720675631197877,2.0739555474978246,1.8120533560659122,2.232991558078265,2.1731730589297817,-2.0440853258092324,-1.923974954486002,-2.6177588484348857,1.6170558602786576,-2.626169907980034,-1.3529410927162828,-0.20387366217217864,2.709548733784512,-2.2399670706651786,-1.3304346451614355,-1.329474251829348,-2.7455027233792073,2.068080544071345,0.574534254327296
-36.14650472976968,-19.703780636663616,44.331294575102966,6.833244518348483,27.49532741467997,6.149117439203816,-11.545229554475231,43.56225973291667,-4.060761832530308,-1.057147313351136,-8.688117435449595,13.20893021213248,2.7200681776498787,4.733607530191117,21.368034123534894,4.213322813734784,-14.628663318158155,-13.121795750166884,-9.97079358269306,-1.1317941035620964,3.2544509925298,-1.437228862789552,-5.321777471784581,3.387861981843068,-10.227217673946638,0.9001609805459689,4.455459384006755,0.10377580184054758,-1.5903609268161314,-3.557428152008485,-2.743414414200539,3.557622494740451,7.205208922275789,-0.2687542855993296,2.247360711618832,-8.995045481692467,4.267652598019999,-3.0590539771848735,-0.9444814634826151,-2.495447218450177,4.144081381460931,4.3373070201919095,-0.6951646804712625,4.251897831837773,-1.7944355332651147,-2.3070018690866774,2.671795046298778,3.180740698021714,2.570829298530857,-2.337450805258956,-1.4658157695029628,-3.9696001305748627,-1.45475288267517,-2.4080703260931426,-2.902060358435613,2.550548718912836,0.3411785414019324,-2.056910141212266,-0.7512926740922373,4.035816747836481,1.8479223687415274,-1.0260336091889684,-1.2054694954470604,-3.395065625094084,3.678322121858574,4.029545267039489
-40.2145224068386,5.935034673240538,29.773335427615752,2.0714922546663144,51.23068306738056,1.2223083266467634,-36.913917217535825,-22.704523153411486,-0.5183600510302221,-22.200725552907752,4.008475549884598,13.039136447002459,1.874882907453207,-5.914460212800063,-0.6672878606650552,-0.9429878045276194,2.796571819037481,-2.2966299137257673,0.24220358629123648,1.9255702074243595,2.4089700178768956,0.7504627897458627,-2.847061689538246,-0.6720353449124501,2.153221903659547,2.2269462617130804,4.791082682496676,-1.0056222368300818,-2.9062137668459798,-1.7523896502796723,-0.1651468740839269,1.3836329953971112,-2.490886438012319,1.1673139922186937,-3.6081866448221787,0.7149399620661548,-0.13566890316168276,0.4637110348967079,-0.9570816252106501,1.4161369978020428,-1.15062776100273,-0.11400390361515897,2.427810816286546,0.7803083617988034,1.6201390663850028,0.14876919978913666,-1.742522245907628,-0.41098662613543985,0.4801367776261461,1.9753932427845802,-0.3702250827715903,-1.211278081968188,-0.6172605708112604,-0.22554712235936547,-0.8178222260606336,1.2080842750543028,1.2102352133652845,0.7884445049445259,-0.6844082536472621,2.1766017637996753,0.6594537519309669,-1.1018134337979202,-0.16079383145845452,2.6064927149897508,-1.6415004413827947,0.8208542892073569
-32.59423332745591,-11.282289032492704,14.299587477079479,25.352315331764366,34.4166151850352,19.982168738818253,14.38929670455548,40.2810621955482,-15.121446086094656,-17.463727200662163,6.508597849992112,10.74288879851028,-15.476425063798432,-16.098515738449485,30.214159786419696,9.814133286595515,-14.445348850558558,-0.9250015763267978,-3.732471166998823,3.9478046225787824,-1.4750778048098985,-7.051868327220678,-3.721502735226048,-12.658634025493038,-7.70672759081311,1.9893559419000262,-11.126181032535952,-5.424455031545021,-5.040495921054422,0.20561630216503862,-1.862275246033451,-4.253758786993842,4.53734475380092,-2.6019745328961963,0.31713862200203324,-2.3239959297649944,1.9571594798847147,0.18807529680056154,-12.751129835217004,6.223615498093288,-5.406927185689902,4.306090391093254,-6.335619026892039,-3.6819512438341713,-3.1454805226915927,9.778634167685283,-7.425355978275401,3.1229600766483863,-8.924841493902568,-8.882985680703833,-2.3797187567613993,-3.8021357552473574,6.269564426578643,4.497367434122862,3.8568340914180967,8.372449868675167,-0.3830037700968148,11.221066233994781,-4.084076865313002,-7.103428860705074,-2.53061618247788,6.795100684422519,0.6831971524086417,6.337455920996139,0.9660124116833487,-1.0877858794590505
-42.583783324157906,2.6473839147424427,37.90811056375843,2.140485795241933,47.68715358778119,-1.4100138331740693,-34.54542189439269,-21.14758524906938,-2.2485065103081836,-19.355056914712357,2.070861487422864,14.247681767545883,-2.267751959322434,-6.502303391982269,-0.29844240854659854,-5.46509320243139,3.6168014213510107,-5.791902378117263,2.4757851313884425,0.8435855388736581,3.3405136219856995,-0.5809051805315506,0.8149225275394716,-1.8768061633087982,5.01504723616863,0.3549440483240141,1.2207295628060044,-2.9913198092096205,-0.5583881929679978,0.7493895734232167,0.8540213234582569,1.5791938587147314,-1.470740245815009,1.8504711581267257,-2.10849951144866,2.3025927611148758,-3.0725094068160237,-1.3387896878935397,-0.8683121325250973,-2.7641292713408987,-1.0818350993815726,1.3596708074903743,1.410470810127713,0.5929872509299297,0.28893511465297833,1.6116575833535227,-0.42100300684608893,-1.8186383367991668,-2.3806455107409286,1.7191528474229183,-0.6003233310940749,-0.782909808456937,1.8557074149972088,0.5719901916708412,0.6449328416609887,-0.7976400497875736,-1.9182654514930821,-0.13227196645332875,-0.05043580418258517,1.7577077624415365,-1.9944059586078935,0.005278689140112143,-0.7626770632955167,0.8954635433160076,0.4907417649713477,1.089438420074337
-32.46560646041561,-27.59557835776349,46.80108137676689,4.794052704242496,9.85673557240268,8.796039367496695,16.696940374042512,39.59909969508473,-7.130143246704515,-7.27690334139992,-2.809776242415914,4.689930525663634,-10.298172466260768,-7.5174479881159115,10.681605544749468,9.151363644453037,-6.980853394875665,-5.550943908569366,0.8460367212768449,-3.5779204062646457,-4.2561595891253345,-1.5065768964649744,5.9058862765936855,0.31485178491334037,0.18217768638070309,0.517254418745072,4.080442316479811,-1.3066659674438126,3.444163077235871,10.691230268827617,-5.056977238710279,-7.604569415235814,-8.751612227671702,-6.3178018721678235,-4.412006486674742,10.095871825567919,4.61887635213199,-3.7652693473689065,1.3252714971982476,-1.6384298481652755,6.843898899116211,2.76802087366388,-0.7005854079497343,-2.8160866290746975,10.061610663962268,-3.1480498878106022,-4.944412074352586,-2.1124355395637937,-8.123760948759339,0.8898652766014467,1.9452242297822617,3.297878492952994,-2.7828039234278066,-2.9719245425701803,3.518577051228515,5.046214154815838,5.8433990087258,-6.421445115769472,0.3540129930741114,2.209006394728652,1.7436873932833437,2.1827172098938328,6.639563372761077,-1.3128926817570468,-0.6217998328951145,-2.9442684380544772
-42.54027825917679,1.5585022378648896,37.09160363616575,0.6245207073457523,44.54721212646789,0.9599773600428221,-40.56250875789307,-23.347609552728578,3.56200821887472,-20.238930482314228,-5.644685989237677,15.915690953267639,0.8562680887398901,-5.231883006680428,0.3880648339981498,-3.0011421028082954,0.8562159224257013,-5.99312199353847,2.8606097030733366,-0.7031432101353827,0.40582061196912267,2.123071736161459,1.357931500359695,5.069148591241278,3.9339649590112207,-0.4515250796150356,2.460990386147016,0.2174957668218258,-1.4062024854451336,-1.0054542602969103,0.6330302017884281,-0.6033496953757443,-3.2100038941826727,-1.2031128441636727,-0.28768301980746225,0.012504621731047955,-0.3046175638121531,-1.2774819636270651,1.804739551718228,-1.1956631698050244,-0.4353282194553309,0.2916986773971315,2.011021513130613,0.4194814172263299,0.9690928981636856,-3.374370096744986,2.990608432833103,-0.13699616272360834,-0.876282272797404,3.42309836937446,-1.3709932382049386,1.9036889772669021,1.2344911782213799,4.671901882381916,0.6837088228980863,-3.364937284723754,0.33125592174579366,0.39227141048565944,-0.35790451099721243,-0.6085138825553842,-0.8520387410257264,1.5688481603507394,-0.1020647383627051,1.718359887380402,-1.4918430993877843,0.6080843850556564
